County,Sub-county,Ward,Latitude,Longitude
Kiambu,Kikuyu,Sigona,-1.2,36.637
Kiambu,Kikuyu,Kikuyu,-1.259,36.661
Kiambu,Kikuyu,Kinoo,-1.255,36.69
Kiambu,Limuru,Bibirioni,-1.086,36.622
Kiambu,Limuru,Limuru Central,-1.126,36.626
Kiambu,Limuru,Ndeiya,-1.146,36.57
Kiambu,Limuru,Limuru East,-1.107,36.69
Kiambu,Limuru,Ngecha Tigoni,-1.156,36.687
Garissa,Fafi,Dekaharia,-1.049,40.829
Wajir,Wajir South,Diif,1.195,40.821
Kiambu,Ruiru,Biashara,-1.157,36.948
Tharaka-Nithi,Tharaka,Nkondi,-0.054,37.954
Tharaka-Nithi,Tharaka,Chiakagira,-0.279,37.896
Tharaka-Nithi,Tharaka,Marimanti,-0.148,37.935
Embu,Manyatta,Ruguru-Ngandori,-0.417,37.466
Embu,Manyatta,Kithimu,-0.511,37.548
Embu,Manyatta,Nginda,-0.325,37.43
Embu,Manyatta,Mbeti north,-0.536,37.503
Embu,Manyatta,Kirimari,-0.507,37.447
Embu,Manyatta,Gaturi south,-0.488,37.513
Embu,Manyatta,Gaturi north,-0.431,37.511
Embu,Runyenjes,Kaagari South,-0.485,37.618
Embu,Runyenjes,Central ward,-0.425,37.574
Embu,Runyenjes,Kaagari North,-0.398,37.52
Kiambu,Ruiru,Kahawa/sukari,-1.195,36.948
Kiambu,Ruiru,Kiuu,-1.211,36.932
Kitui,Mwingi North,Ngomeni,-0.587,38.558
Kitui,Mwingi North,Kyuso,-0.544,38.243
Kiambu,Ruiru,Mwiki,-1.213,36.923
Kiambu,Ruiru,Mwihoko,-1.216,36.989
Kiambu,Githunguri,Githunguri,-1.067,36.784
Bomet,Sotik,Ndanai/abosi,-0.869,35.085
Bomet,Sotik,Chemagel,-0.699,35.134
Bomet,Sotik,Kipsonoi,-0.771,35.174
Bomet,Sotik,Kapletundo,-0.673,35.21
Bomet,Sotik,Rongena/manaret,-0.703,35.09
Bomet,Chepalungu,Kong'asis,-0.844,35.23
Bomet,Chepalungu,Nyangores,-0.834,35.312
Bomet,Chepalungu,Sigor,-0.942,35.296
Bomet,Chepalungu,Chebunyo,-0.971,35.205
Bomet,Chepalungu,Siongiroi,-0.892,35.202
Bomet,Bomet East,Merigi,-0.765,35.401
Bomet,Bomet East,Kembu,-0.8,35.444
Bomet,Bomet East,Longisa,-0.847,35.409
Bomet,Bomet East,Kipreres,-0.922,35.387
Bomet,Bomet East,Chemaner,-0.819,35.497
Bomet,Bomet Central,Silibwet Township,-0.756,35.346
Bomet,Bomet Central,Ndaraweta,-0.681,35.37
Bomet,Bomet Central,Singorwet,-0.725,35.355
Bomet,Bomet Central,Chesoen,-0.7,35.294
Bomet,Bomet Central,Mutarakwa,-0.771,35.254
Bomet,Konoin,Chepchabas,-0.468,35.27
Garissa,Ijara,Ijara,-1.593,40.558
Mandera,Banissa,GUBA,3.886,40.511
Mandera,Banissa,MALKAMARI,4.083,40.702
Tana River,Garsen,Kipini west,-2.569,40.252
Tana River,Garsen,Garsen central,-2.343,40.193
Tana River,Garsen,Garsen west,-2.411,39.552
Lamu,Lamu West,MKUNUMBI,-2.137,40.548
Lamu,Lamu West,BAHARI,-2.406,40.717
Mandera,Mandera West,DANDU,3.426,39.91
Mandera,Mandera West,GITHER,3.718,39.944
Mandera,Banissa,KILIWAHERI,3.939,40.115
Mandera,Mandera South,ELWAK NORTH,2.926,41.057
Marsabit,North Horr,TURBI,2.537,38.379
Lamu,Lamu West,WITU,-2.226,40.409
Marsabit,Laisamis,KARGI/SOUTH HORR,2.478,37.298
Marsabit,Laisamis,KORR/NGURUNIT,1.871,37.44
Tana River,Garsen,Garsen north,-2.03,40.056
Marsabit,Laisamis,LOGOLOGO,1.928,37.993
Garissa,Dujis,Galbet,-0.365,39.713
Wajir,Wajir East,Township,1.718,40.074
Wajir,Wajir East,Barwaqo,1.751,40.033
Wajir,Wajir West,Arbajahan,2.064,39.319
Wajir,Wajir West,ADEMASAJIDE,1.202,39.517
Wajir,Wajir West,Ganyure Wagalla,1.582,39.808
Wajir,Eldas,Lakoley south/basir,1.811,39.792
Tharaka-Nithi,Nithi,Ganga,-0.255,37.722
Tharaka-Nithi,Nithi,Chogoria,-0.23,37.502
Tharaka-Nithi,Maara,Karingani,-0.324,37.661
Tharaka-Nithi,Maara,Magumoni,-0.294,37.51
Tharaka-Nithi,Maara,Mugwe,-0.369,37.672
Embu,Runyenjes,Kyeni north,-0.388,37.576
Embu,Runyenjes,Kyeni south,-0.446,37.65
Embu,Gachoka,Mwea,-0.803,37.366
Embu,Gachoka,Makima,-0.823,37.551
Embu,Gachoka,Mbeti south,-0.648,37.547
Embu,Gachoka,Mavuria,-0.727,37.718
Embu,Gachoka,Kiambere,-0.72,37.816
Embu,Siakago,Nthawa,-0.579,37.623
Kitui,Kitui Rural,Kisasi,-1.593,37.982
Kitui,Kitui Central,Mulango,-1.492,37.958
Kitui,Kitui Central,Kyangwithya east,-1.322,38.055
Kitui,Kitui East,Chuluni,-1.454,38.13
Kitui,Kitui South,Mutomo,-1.816,38.173
Kitui,Kitui South,Mutha,-1.742,38.629
Kitui,Kitui South,Kanziko,-2.005,38.375
Nyandarua,Kinangop,Nyakio,-0.783,36.632
Nyandarua,Kinangop,Githabai,-0.762,36.573
Nyandarua,Kinangop,Magumu,-0.857,36.584
Nyandarua,Kipipiri,Geta,-0.412,36.579
Nyandarua,Ol Kalou,Karau,-0.326,36.335
Nyandarua,Ol Kalou,Mirangine,-0.194,36.245
Nyandarua,Ol Kalou,Kaimbaga,-0.343,36.403
Nyandarua,Ol Jorok,Gathanji,-0.049,36.305
Nyandarua,Ol Jorok,Gatimu,-0.023,36.376
Nyandarua,Ol Jorok,Weru,-0.126,36.381
Nyandarua,Ndaragwa,Kiritta,0,36.438
Nyandarua,Ndaragwa,Central,-0.089,36.555
Nyandarua,Ndaragwa,Shamata,-0.286,36.55
Nyeri,Tetu,Dedan kimathi,-0.431,36.834
Nyeri,Tetu,Wamagana,-0.485,36.914
Nyeri,Tetu,Aguthi-gaaki,-0.493,37.03
Nyeri,Kieni,Mweiga,-0.343,36.914
Nyeri,Kieni,Naromoru/kiamathaga,-0.17,37.117
Nyeri,Kieni,Mwiyogo/endarasha,-0.278,36.874
Nyeri,Kieni,Mugunda,-0.201,36.753
Nyeri,Kieni,Gatarakwa,-0.323,36.756
Nyeri,Kieni,Thegu river,-0.292,37.095
Nyeri,Kieni,Kabaru,-0.277,37.147
Nyeri,Kieni,Gakawa,-0.074,37.108
Nyeri,Mathira,Ruguru,-0.272,37.168
Nyeri,Mathira,Magutu,-0.414,37.144
Turkana,Turkana West,Kakuma,3.634,34.897
Turkana,Turkana West,Kalobeyei,3.793,34.441
Turkana,Turkana West,Nanaam,4.608,34.661
Turkana,Turkana Central,Lodwar Township,3.211,35.669
Turkana,Turkana Central,Kanamkemer,3.055,35.664
Turkana,Loima,Kotaruk/Lobei,2.59,35.277
Turkana,Loima,Loima,2.983,34.929
Turkana,Turkana South,Katilu,2.286,35.531
Turkana,Turkana East,Katilia,2.42,36.393
Turkana,Turkana East,Lokori/kochodin,1.989,36.091
West Pokot,Kacheliba,Alale,2.403,35.075
West Pokot,Pokot South,Chepareria,1.399,35.247
West Pokot,Pokot South,Batei,1.396,35.331
West Pokot,Pokot South,Lelan,1.213,35.315
West Pokot,Pokot South,Tapach,1.308,35.401
Samburu,Samburu West,Lodokejek,0.889,36.844
Trans Nzoia,Kwanza,Bidii,1.049,35.018
Trans Nzoia,Saboti,Tuwani,1.028,34.992
Trans Nzoia,Saboti,Saboti,0.949,34.798
Trans Nzoia,Saboti,Machewa,0.889,34.834
Trans Nzoia,Kiminini,Hospital,1.021,35.037
Trans Nzoia,Kiminini,Sikhendu,0.844,34.833
Trans Nzoia,Cherangany,Sitatunga,1.078,35.108
Elgeyo-Marakwet,Marakwet West,Sengwer,1.116,35.258
Elgeyo-Marakwet,Marakwet West,Cherangany,0.98,35.387
Elgeyo-Marakwet,Marakwet West,Moiben Kuserwo,0.929,35.52
Elgeyo-Marakwet,Marakwet West,Kapsowar,0.935,35.557
Elgeyo-Marakwet,Marakwet West,Arror,0.941,35.613
Elgeyo-Marakwet,Keiyo North,Kamariny,0.611,35.464
Elgeyo-Marakwet,Keiyo North,Emsoo,0.788,35.591
Elgeyo-Marakwet,Keiyo North,Tambach,0.632,35.571
Elgeyo-Marakwet,Keiyo North,Kapchemutwa,0.756,35.506
Elgeyo-Marakwet,Keiyo South,Kaptarakwa,0.462,35.526
Elgeyo-Marakwet,Keiyo South,Chepkorio,0.359,35.53
Elgeyo-Marakwet,Keiyo South,Metkei,0.207,35.605
Nandi,Tinderet,Songhor/Soba,-0.017,35.256
Nandi,Tinderet,Tinderet,-0.034,35.365
Nandi,Tinderet,Chemelil/chemase,-0.016,35.069
Nandi,Chesumei,Kapsimotwo,0.05,35.169
Nandi,Chesumei,Ol'lessos,0.179,35.314
Nandi,Chesumei,Kapchorua,0.074,35.348
Nandi,Chesumei,Kosirai,0.27,35.137
Nandi,Chesumei,Kaptel/kamoiywo,0.309,35.05
Nandi,Chesumei,Kiptuiya,0.189,35.013
Nandi,Emgwen,Kapkangani,0.2,34.952
Nandi,Mosop,Chepterwai,0.519,34.925
Nandi,Mosop,Kipkaren,0.498,35.027
Nandi,Mosop,Kurgung/surungai,0.442,34.97
Nandi,Mosop,Kabiyet,0.434,35.063
Nandi,Mosop,Kabisaga,0.431,35.139
Laikipia,Laikipia West,Githiga,0.428,36.298
Kericho,Buret,Kapkatet,-0.618,35.191
Kericho,Belgut,Cheptororiet/seretut,-0.422,35.196
Tharaka-Nithi,Nithi,Igambang`ombe,-0.34,37.794
Tharaka-Nithi,Nithi,Mariani,-0.352,37.738
